2338,光罩,TSE,M23G6 其他半導體
2340,台亞,TSE,M23C6B 磊晶及晶粒
2342,茂矽,TSE,M23G1A 晶圓代工
2344,華邦電,TSE,M23G1B 記憶體製造
2345,智邦,TSE,M23E2 網路卡
2347,聯強,TSE,M23T1 3C通路
2348,海悅,TSE,M25A 建設
2349,錸德,TSE,M23C4A 光碟
2351,順德,TSE,M23G4 IC導線架
2352,佳世達,TSE,M23C1 顯示器
2353,宏碁,TSE,M23A3 PC品牌
2354,鴻準,TSE,M23D4 機殼
2355,敬鵬,TSE,M23B2D 硬板及其他
2356,英業達,TSE,M23A1 EMS
2357,華碩,TSE,M23A3 PC品牌
2358,廷鑫,TSE,M20A5 鋁鋅
2359,所羅門,TSE,M23T2 零組件代理
2360,致茂,TSE,M23H2 電機設備
2362,藍天,TSE,M23A2 泛用電腦
2363,矽統,TSE,M23G5 IC設計
2364,倫飛,TSE,M23A2 泛用電腦
2365,昆盈,TSE,M23C3 PC週邊
2367,燿華,TSE,M23B2D 硬板及其他
2368,金像電,TSE,M23B2D 硬板及其他
2369,菱生,TSE,M23G2 IC封測
2371,大同,TSE,M15B1 電機
2373,震旦行,TSE,M23T1 3C通路
2374,佳能,TSE,M23UZ 消費性電子
2375,凱美,TSE,M23D5 被動元件
2376,技嘉,TSE,M23B1 主機板
2377,微星,TSE,M23B1 主機板
2379,瑞昱,TSE,M23G5 IC設計
2380,虹光,TSE,M23C2 影像掃描
2382,廣達,TSE,M23A1 EMS
2383,台光電,TSE,M23B3A 銅箔基板
2385,群光,TSE,M23C3 PC週邊
2387,精元,TSE,M23C3 PC週邊
2388,威盛,TSE,M23G5 IC設計
2390,云辰,TSE,M23C9 安全監控
2392,正崴,TSE,M23D2 連接器
2393,億光,TSE,M23C6C 封裝及應用
2395,研華,TSE,M23B5B 工業電腦
2397,友通,TSE,M23B5B 工業電腦
2399,映泰,TSE,M23B1 主機板
2401,凌陽,TSE,M23G5 IC設計
2402,毅嘉,TSE,M23B2C 軟板
2404,漢唐,TSE,M23H1 廠辦機電
2405,浩鑫,TSE,M23A2 泛用電腦
2406,國碩,TSE,M23C7B 太陽能晶圓
2408,南亞科,TSE,M23G1B 記憶體製造
2409,友達,TSE,M23C8A LCD 面板
2412,中華電,TSE,M23K3 電信及IDC
2413,環科,TSE,M23D3 電源供應器
2414,精技,TSE,M23T1 3C通路
2415,錩新,TSE,M23U2 聲學產品
2417,圓剛,TSE,M23B4B 電視卡
2419,仲琦,TSE,M23E1 數據機
2420,新巨,TSE,M23D3 電源供應器
2421,建準,TSE,M23D9B 散熱零組件
2423,固緯,TSE,M23H2 電機設備
2424,隴華,TSE,M23KX 其他網通
2425,承啟,TSE,M23B4A 繪圖卡
2426,鼎元,TSE,M23C6B 磊晶及晶粒
2427,三商電,TSE,M23X1 系統整合
2428,興勤,TSE,M23D5 被動元件
2429,銘旺科,TSE,M23CZ2 其他顯示
2430,燦坤,TSE,M23T1 3C通路
2431,聯昌,TSE,M23D3 電源供應器
2433,互盛電,TSE,M23T1 3C通路
2434,統懋,TSE,M23D1 分離式元件
2436,偉詮電,TSE,M23G5 IC設計
2438,翔耀,TSE,M23C8C LCD 原料
2439,美律,TSE,M23U2 聲學產品
2440,太空梭,TSE,M23D2 連接器
2441,超豐,TSE,M23G2 IC封測
2442,新美齊,TSE,M25A 建設
2443,昶虹,TSE,M99ZC 其他製造業
2444,兆勁,TSE,M23E1 數據機
2449,京元電子,TSE,M23G2 IC封測
2450,神腦,TSE,M23T1 3C通路
2451,創見,TSE,M23G3B 記憶體模組
2453,凌群,TSE,M23X1 系統整合
2454,聯發科,TSE,M23G5 IC設計
2455,全新,TSE,M23G3A 化合物SEMI
2457,飛宏,TSE,M23D3 電源供應器
2458,義隆,TSE,M23G5 IC設計
2459,敦吉,TSE,M23T2 零組件代理
2460,建通,TSE,M23D2 連接器
2461,光群雷,TSE,M13A8 塑膠加工
2462,良得電,TSE,M23D2 連接器
2464,盟立,TSE,M23H1 廠辦機電
2465,麗臺,TSE,M23B4A 繪圖卡
2466,冠西電,TSE,M23C6C 封裝及應用
2467,志聖,TSE,M23H2 電機設備
2468,華經,TSE,M23X1 系統整合
2471,資通,TSE,M23X1 系統整合
2472,立隆電,TSE,M23D5 被動元件
2474,可成,TSE,M23D4 機殼
2476,鉅祥,TSE,M23D9A 沖壓零組件
2477,美隆電,TSE,M23U2 聲學產品
2478,大毅,TSE,M23D5 被動元件
2480,敦陽科,TSE,M23X1 系統整合
2481,強茂,TSE,M23D1 分離式元件
2482,連宇,TSE,M23C3 PC週邊
2483,百容,TSE,M23D9A 沖壓零組件
2484,希華,TSE,M23D6 石英元件
2485,兆赫,TSE,M23K2 衛星微波
2486,一詮,TSE,M23D9C 光電導線架
2488,漢平,TSE,M23U2 聲學產品
2489,瑞軒,TSE,M23C1 顯示器
2491,吉祥全,TSE,M15C4 照明
2492,華新科,TSE,M23D5 被動元件
2493,揚博,TSE,M23H2 電機設備
2495,普安,TSE,M23C4B 硬碟磁碟
2496,卓越,TSE,M99ZX 其他服務業
2497,怡利電,TSE,M15D 汽車組件
2498,宏達電,TSE,M23KX 其他網通
2501,國建,TSE,M25A 建設
2504,國產,TSE,M11B 預拌混凝土
2505,國揚,TSE,M25A 建設
2506,太設,TSE,M25A 建設
2509,全坤建,TSE,M25A 建設
2511,太子,TSE,M25A 建設
2514,龍邦,TSE,M25A 建設
